,Title,Episode,Line
18772,Reality x And x Raw.,62,This is card #83.
18773,Reality x And x Raw.,62,It goes in a restricted slot.
18774,Reality x And x Raw.,62,"Okay, that's one down."
18775,Reality x And x Raw.,62,Score!
18776,Reality x And x Raw.,62,Reality x And x Raw
18777,Reality x And x Raw.,62,The problem is how we protect the card.
18778,Reality x And x Raw.,62,We don't have any defensive spell cards.
18779,Reality x And x Raw.,62,"Wait, kids!"
18780,Reality x And x Raw.,62,H-Hand over the Sword of Truth!
18781,Reality x And x Raw.,62,"Do as I say, and I won't be rough with you."
18782,Reality x And x Raw.,62,"No way, stupid."
18783,Reality x And x Raw.,62,W-Wait!
18784,Reality x And x Raw.,62,Book!
18785,Reality x And x Raw.,62,Book!
18786,Reality x And x Raw.,62,"Hmph, you're bluffing."
18787,Reality x And x Raw.,62,I know that you just started this game.
18788,Reality x And x Raw.,62,"You have no defensive spells, and all you would have in your restricted slots is the Sword of Truth."
18789,Reality x And x Raw.,62,This is Thief!
18790,Reality x And x Raw.,62,Thief \N\NSteal one random card \Nfrom a restricted slot \Nof one target player. \N\N[SR][ATK]
18791,Reality x And x Raw.,62,This spell card lets you steal one random card from \Nanother player's restricted slots!
18792,Reality x And x Raw.,62,Take this...
18793,Reality x And x Raw.,62,Thief on!
18794,Reality x And x Raw.,62,Attack Killua!
18795,Reality x And x Raw.,62,"Haven't you been training at all,"
18796,Reality x And x Raw.,62,Mister?
18797,Reality x And x Raw.,62,"Next time, I won't return your card."
18798,Reality x And x Raw.,62,You must be an amateur.
18799,Reality x And x Raw.,62,I'm impressed you got into a game for Hunters.
18800,Reality x And x Raw.,62,But that was very educational.
18801,Reality x And x Raw.,62,An attack spell won't kick in \Nuntil you finish the chant.
18802,Reality x And x Raw.,62,Th-That only works against weak players!
18803,Reality x And x Raw.,62,Precisely.
18804,Reality x And x Raw.,62,"If you want a card, \Nyou take it from someone."
18805,Reality x And x Raw.,62,Only fools would participate in tournaments.
18806,Reality x And x Raw.,62,"Understand, boys?"
18807,Reality x And x Raw.,62,I'm so pissed!
18808,Reality x And x Raw.,62,Just forget it.
18809,Reality x And x Raw.,62,Those guys were obviously pros.
18810,Reality x And x Raw.,62,At least we didn't waste too much effort.
18811,Reality x And x Raw.,62,Damn it!
18812,Reality x And x Raw.,62,Then I'm gonna start getting spell cards!
18813,Reality x And x Raw.,62,"That means our next destination \Nwill be Masadora, City of Magic."
18814,Reality x And x Raw.,62,No objections!
18815,Reality x And x Raw.,62,That's our base.
18816,Reality x And x Raw.,62,We'll begin assigning roles.
18817,Reality x And x Raw.,62,You will collect spell cards for us.
18818,Reality x And x Raw.,62,You've probably heard that there \Nare forty different spell cards.
18819,Reality x And x Raw.,62,"We need you to obtain \None of those cards, Prison."
18820,Reality x And x Raw.,62,Prison \N\NAll slotted cards on target \Npage are immune to theft \Nor destruction via spell \Ncard until removed from \Ntheir slot. (Can only \Ntarget pages 1 - 11. \NFree slot pages \Ncannot be targeted.) \N\N[DEF][CONT]
18821,Reality x And x Raw.,62,This is one of the strongest defensive spells.
18822,Reality x And x Raw.,62,We could certainly use another one of these.
18823,Reality x And x Raw.,62,In order to protect Breath of Archangel.
18824,Reality x And x Raw.,62,Breath of Archangel?
18825,Reality x And x Raw.,62,A super-rare SS card that no one's ever been able to obtain.
18826,Reality x And x Raw.,62,How can you be certain no \None's gotten one before?
18827,Reality x And x Raw.,62,List \N\NReveal number of card \Nholders and number of \Ncards for a target item. \N\N[LR][NORM]
18828,Reality x And x Raw.,62,There's a spell card called List.
18829,Reality x And x Raw.,62,"When you cast it, you can learn the maximum \Ntransformation limit of any card as well as the number of current card holders."
18830,Reality x And x Raw.,62,I see.
18831,Reality x And x Raw.,62,The card is very difficult to obtain because you must have all forty spell \Ncards before you can trade for one.
18832,Reality x And x Raw.,62,"But spell cards are extremely \Nuseful in this game, so players tend to use them up."
18833,Reality x And x Raw.,62,"However, we've been able to collect all forty spell cards."
18834,Reality x And x Raw.,62,We would prefer to trade them in for \Na Breath of Archangel at once...
18835,Reality x And x Raw.,62,But then you'd have no cards to protect it.
18836,Reality x And x Raw.,62,That's why you need a copy of Prison.
18837,Reality x And x Raw.,62,Exactly.
18838,Reality x And x Raw.,62,"At any rate, to carry out this plan, we'll need you all to memorize \Nthe forty different spell cards."
18839,Reality x And x Raw.,62,"Those four Galgaida cards \Nnetted us 120,000 Jenny."
18840,Reality x And x Raw.,62,They were pretty valuable.
18841,Reality x And x Raw.,62,We don't need to worry about money now.
18842,Reality x And x Raw.,62,"Let's buy some food and water, \Nso we can start for Masadora!"
18843,Reality x And x Raw.,62,"First, we'll need a map."
18844,Reality x And x Raw.,62,"Map of Island \N\NA detailed map \Nshowing cities \Nand important \Nlocations, as well \Nas useful information \Nsuch as hot spots!"
18845,Reality x And x Raw.,62,Map of Island \N\NA blank map that \Nautomatically fills in \Nlocations as the owner \Nvisits and gathers \Ninformation about them.
18846,Reality x And x Raw.,62,"The one with information costs 650,000, while the blank one is 20,000."
18847,Reality x And x Raw.,62,Which one should we get?
18848,Reality x And x Raw.,62,"The 20,000 one."
18849,Reality x And x Raw.,62,It'll be more fun to fill it in ourselves.
18850,Reality x And x Raw.,62,"You're so positive, it's painful."
18851,Reality x And x Raw.,62,Gain.
18852,Reality x And x Raw.,62,This doesn't tell us anything.
18853,Reality x And x Raw.,62,Then let's ask.
18854,Reality x And x Raw.,62,Head north for eighty kilometers.
18855,Reality x And x Raw.,62,"After you pass the mountain, \Nyou'll reach a lake."
18856,Reality x And x Raw.,62,"If you follow the lake north, \Nyou should reach Masadora."
18857,Reality x And x Raw.,62,"If we hurry, we can go \Neighty kilometers in a day."
18858,Reality x And x Raw.,62,Yep.
18859,Reality x And x Raw.,62,Assuming you survive.
18860,Reality x And x Raw.,62,The mountain is crawling with bandits.
18861,Reality x And x Raw.,62,"And once you pass the mountain, \Nyou'll encounter hordes of monsters."
18862,Reality x And x Raw.,62,Bandits?
18863,Reality x And x Raw.,62,Monsters?
18864,Reality x And x Raw.,62,Now it sounds more like an RPG!
18865,Reality x And x Raw.,62,I wanna see these monsters!
18866,Reality x And x Raw.,62,Let's hurry up!
18867,Reality x And x Raw.,62,All right!
18868,Reality x And x Raw.,62,Off we go!
18869,Reality x And x Raw.,62,Please wait!
18870,Reality x And x Raw.,62,I beg you!
18871,Reality x And x Raw.,62,What?
18872,Reality x And x Raw.,62,Please let me join you!
18873,Reality x And x Raw.,62,"Oh, sorry."
18874,Reality x And x Raw.,62,Can't.
18875,Reality x And x Raw.,62,Wh-Why not?
18876,Reality x And x Raw.,62,You'd be a nuisance.
18877,Reality x And x Raw.,62,Little brat...
18878,Reality x And x Raw.,62,You dare call me a nuisance?
18879,Reality x And x Raw.,62,"If I chose to, I could mop the floor with \Nyou, with one hand behind my back."
18880,Reality x And x Raw.,62,That does it.
18881,Reality x And x Raw.,62,"I was just going to tease these boys a little, but now I'm going to ruin their lives."
18882,Reality x And x Raw.,62,"Hey, hold it right there!"
18883,Reality x And x Raw.,62,Please!
18884,Reality x And x Raw.,62,I'll try really hard not to get in your way!
18885,Reality x And x Raw.,62,"Okay, I have most of the information we need."
18886,Reality x And x Raw.,62,"Then, can you tell us what you found?"
18887,Reality x And x Raw.,62,All right. I'll start with number one.
18888,Reality x And x Raw.,62,"I tried a hundred different people in this city, and they all gave the same response when faced with an unusual question."
18889,Reality x And x Raw.,62,This is typical behavior \Nfor in-game characters.
18890,Reality x And x Raw.,62,Number two.
18891,Reality x And x Raw.,62,Book.
18892,Reality x And x Raw.,62,Rock \N\NA normal rock found \Non the ground. \NDoes decent damage \Nwhen thrown.
18893,Reality x And x Raw.,62,This card is real.
18894,Reality x And x Raw.,62,This one is a copy Kortopi made.
18895,Reality x And x Raw.,62,Gain.
18896,Reality x And x Raw.,62,Kortopi's card didn't transform.
18897,Reality x And x Raw.,62,I believe that means the game's program didn't recognize Kortopi's card.
18898,Reality x And x Raw.,62,Number three.
18899,Reality x And x Raw.,62,"Shizuku's vacuum works in this world, but it won't work on any items \Nwith special abilities."
18900,Reality x And x Raw.,62,I think that's because the game was programmed
18901,Reality x And x Raw.,62,Nen{\i0
18902,Reality x And x Raw.,62,So?
18903,Reality x And x Raw.,62,"However, the above three points indicate another possibility."
18904,Reality x And x Raw.,62,This game isn't taking place \Nin a virtual world.
18905,Reality x And x Raw.,62,It's based somewhere in the real world.
18906,Reality x And x Raw.,62,What do you mean?
18907,Reality x And x Raw.,62,"If the players actually entered the game, their spirits would detach from \Ntheir bodies and enter the console, leaving the bodies behind."
18908,Reality x And x Raw.,62,Sending them physically into the \Ngame would be unnecessary.
18909,Reality x And x Raw.,62,And separating spirit from \Nbody should require more
18910,Reality x And x Raw.,62,Hatsu{\i0
18911,Reality x And x Raw.,62,It's more logical that the players \Nare actually warped elsewhere.
18912,Reality x And x Raw.,62,"Thus,"
18913,Reality x And x Raw.,62,Greed Island{\i0
18914,Reality x And x Raw.,62,Hatsu{\i0
18915,Reality x And x Raw.,62,That makes sense.
18916,Reality x And x Raw.,62,But what does it mean?
18917,Reality x And x Raw.,62,Do you remember the reward \Nfor clearing this game?
18918,Reality x And x Raw.,62,Let's see...
18919,Reality x And x Raw.,62,What was it?
18920,Reality x And x Raw.,62,"You can select three item cards from your restricted slots, \Nto take back to the real world."
18921,Reality x And x Raw.,62,Right.
18922,Reality x And x Raw.,62,That means these items can \Nbe used outside the island.
18923,Reality x And x Raw.,62,"If this game takes place in the real world, it should be possible to remove the treasure without clearing the game."
18924,Reality x And x Raw.,62,I understand.
18925,Reality x And x Raw.,62,Book.
18926,Reality x And x Raw.,62,"At the moment, we only \Nknow about a few items."
18927,Reality x And x Raw.,62,It would be ideal to learn all of the cards.
18928,Reality x And x Raw.,62,So our first objective is \Nthe spell card God Eye.
18929,Reality x And x Raw.,62,God Eye \N\NGrants the user the effects \Nof Analysis and List on \Ncards 001-099 at any time. \N(Effect lasts until player \Nleaves the game.) \N\N[LR][CONT]
18930,Reality x And x Raw.,62,Now we just need to find Phinks and Feitan.
18931,Reality x And x Raw.,62,Another cheap map?
18932,Reality x And x Raw.,62,But he was carrying a lot of spell cards.
18933,Reality x And x Raw.,62,"Well, let's split up for now."
18934,Reality x And x Raw.,62,"In one week, we'll meet in Masadora."
18935,Reality x And x Raw.,62,It's a contest to see who \Ncan kill more players.
18936,Reality x And x Raw.,62,"Okay, be sure to take their cards first."
18937,Reality x And x Raw.,62,"Hey, what should we do about her?"
18938,Reality x And x Raw.,62,Just ignore her.
18939,Reality x And x Raw.,62,"Once the bandits show up, \Nwe'll have a chance to ditch her."
18940,Reality x And x Raw.,62,Isn't that kind of mean?
18941,Reality x And x Raw.,62,What are you talking about?
18942,Reality x And x Raw.,62,Nen{\i0
18943,Reality x And x Raw.,62,She should be able to escape if it gets hairy.
18944,Reality x And x Raw.,62,I didn't think she'd keep up this long.
18945,Reality x And x Raw.,62,They have considerable physical strength.
18946,Reality x And x Raw.,62,"For a couple of kids, anyway."
18947,Reality x And x Raw.,62,Let's take them.
18948,Reality x And x Raw.,62,Yeah.
18949,Reality x And x Raw.,62,Please help us!
18950,Reality x And x Raw.,62,We beg you!
18951,Reality x And x Raw.,62,Huh?
18952,Reality x And x Raw.,62,A disease is going around the island.
18953,Reality x And x Raw.,62,"It starts with a mild fever, grows to a high fever, and \Neventually leads to death."
